"filename", "language", "Python", "Markdown", "JSON", "comment", "blank", "total"
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v1old_results\bengaluru_conference_report_2020\04_metadata.md", "Markdown", 0, -22, 0, 0, -5, -27
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v1old_results\bengaluru_conference_report_2020\05_qdrant_points.json", "JSON", 0, 0, -322899, 0, 0, -322899
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v1old_results\bengaluru_conference_report_2020\05_qdrant_points.md", "Markdown", 0, -3302, 0, 0, -316, -3618
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v1old_results\bengaluru_conference_report_2020\full_text.md", "Markdown", 0, -1289, 0, 0, -475, -1764
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v1old_results\check_your_water_quality\00_summary.json", "JSON", 0, 0, -22, 0, 0, -22
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v1old_results\check_your_water_quality\01_pages.md", "Markdown", 0, -30, 0, 0, -9, -39
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v1old_results\check_your_water_quality\02_tables.md", "Markdown", 0, -23, 0, 0, -6, -29
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v1old_results\check_your_water_quality\03_chunks.md", "Markdown", 0, -40, 0, 0, -18, -58
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v1old_results\check_your_water_quality\04_metadata.json", "JSON", 0, 0, -33, 0, 0, -33
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v1old_results\check_your_water_quality\04_metadata.md", "Markdown", 0, -22, 0, 0, -5, -27
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v1old_results\check_your_water_quality\05_qdrant_points.json", "JSON", 0, 0, -9325, 0, 0, -9325
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v1old_results\check_your_water_quality\05_qdrant_points.md", "Markdown", 0, -101, 0, 0, -13, -114
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v1old_results\check_your_water_quality\full_text.md", "Markdown", 0, -29, 0, 0, -8, -37
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v1old_results\es2012rs02\00_summary.json", "JSON", 0, 0, -35, 0, 0, -35
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v1old_results\es2012rs02\01_pages.md", "Markdown", 0, -558, 0, 0, -227, -785
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v1old_results\es2012rs02\02_tables.md", "Markdown", 0, -81, 0, 0, -16, -97
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v1old_results\es2012rs02\03_chunks.md", "Markdown", 0, -907, 0, 0, -318, -1225
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v1old_results\es2012rs02\04_metadata.json", "JSON", 0, 0, -58, 0, 0, -58
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v1old_results\es2012rs02\04_metadata.md", "Markdown", 0, -22, 0, 0, -5, -27
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v1old_results\es2012rs02\05_qdrant_points.json", "JSON", 0, 0, -108667, 0, 0, -108667
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v1old_results\es2012rs02\05_qdrant_points.md", "Markdown", 0, -1107, 0, 0, -109, -1216
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v1old_results\es2012rs02\full_text.md", "Markdown", 0, -527, 0, 0, -196, -723
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v1old_results\icdl_poster_2019_full\00_summary.json", "JSON", 0, 0, -60, 0, 0, -60
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v1old_results\icdl_poster_2019_full\01_pages.md", "Markdown", 0, -6542, 0, 0, -1475, -8017
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v1old_results\icdl_poster_2019_full\02_tables.md", "Markdown", 0, -135, 0, 0, -32, -167
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v1old_results\icdl_poster_2019_full\03_chunks.md", "Markdown", 0, -6387, 0, 0, -2211, -8598
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v1old_results\icdl_poster_2019_full\04_metadata.json", "JSON", 0, 0, -108, 0, 0, -108
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v1old_results\icdl_poster_2019_full\04_metadata.md", "Markdown", 0, -22, 0, 0, -5, -27
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v1old_results\icdl_poster_2019_full\05_qdrant_points.json", "JSON", 0, 0, -1189203, 0, 0, -1189203
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v1old_results\icdl_poster_2019_full\05_qdrant_points.md", "Markdown", 0, -12239, 0, 0, -1153, -13392
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v1old_results\icdl_poster_2019_full\full_text.md", "Markdown", 0, -6348, 0, 0, -1281, -7629
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v1old_results\make_solar_cooker\00_summary.json", "JSON", 0, 0, -22, 0, 0, -22
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v1old_results\make_solar_cooker\01_pages.md", "Markdown", 0, -47, 0, 0, -13, -60
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v1old_results\make_solar_cooker\02_tables.md", "Markdown", 0, -3, 0, 0, -2, -5
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v1old_results\make_solar_cooker\03_chunks.md", "Markdown", 0, -86, 0, 0, -28, -114
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v1old_results\make_solar_cooker\04_metadata.json", "JSON", 0, 0, -33, 0, 0, -33
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v1old_results\make_solar_cooker\04_metadata.md", "Markdown", 0, -22, 0, 0, -5, -27
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v1old_results\make_solar_cooker\05_qdrant_points.json", "JSON", 0, 0, -6219, 0, 0, -6219
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v1old_results\make_solar_cooker\05_qdrant_points.md", "Markdown", 0, -68, 0, 0, -10, -78
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v1old_results\make_solar_cooker\full_text.md", "Markdown", 0, -46, 0, 0, -12, -58
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v1old_results\managing_water\00_summary.json", "JSON", 0, 0, -22, 0, 0, -22
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v1old_results\managing_water\01_pages.md", "Markdown", 0, -189, 0, 0, -19, -208
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v1old_results\managing_water\02_tables.md", "Markdown", 0, -3, 0, 0, -2, -5
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v1old_results\managing_water\03_chunks.md", "Markdown", 0, -168, 0, 0, -34, -202
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v1old_results\managing_water\04_metadata.json", "JSON", 0, 0, -33, 0, 0, -33
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v1old_results\managing_water\04_metadata.md", "Markdown", 0, -22, 0, 0, -5, -27
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v1old_results\managing_water\05_qdrant_points.json", "JSON", 0, 0, -15537, 0, 0, -15537
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v1old_results\managing_water\05_qdrant_points.md", "Markdown", 0, -167, 0, 0, -19, -186
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v1old_results\managing_water\full_text.md", "Markdown", 0, -188, 0, 0, -18, -206
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v1old_results\navbharat_times\00_summary.json", "JSON", 0, 0, -22, 0, 0, -22
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v1old_results\navbharat_times\01_pages.md", "Markdown", 0, -81, 0, 0, -19, -100
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v1old_results\navbharat_times\02_tables.md", "Markdown", 0, -3, 0, 0, -2, -5
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v1old_results\navbharat_times\03_chunks.md", "Markdown", 0, -171, 0, 0, -57, -228
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v1old_results\navbharat_times\04_metadata.json", "JSON", 0, 0, -33, 0, 0, -33
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v1old_results\navbharat_times\04_metadata.md", "Markdown", 0, -22, 0, 0, -5, -27
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v1old_results\navbharat_times\05_qdrant_points.json", "JSON", 0, 0, -43485, 0, 0, -43485
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v1old_results\navbharat_times\05_qdrant_points.md", "Markdown", 0, -458, 0, 0, -46, -504
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v1old_results\navbharat_times\full_text.md", "Markdown", 0, -80, 0, 0, -18, -98
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v2old_results\achieving_green_steel_roadmap\00_summary.json", "JSON", 0, 0, -43, 0, 0, -43
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v2old_results\achieving_green_steel_roadmap\01_pages.md", "Markdown", 0, -1359, 0, 0, -278, -1637
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v2old_results\achieving_green_steel_roadmap\02_tables.md", "Markdown", 0, -43, 0, 0, -10, -53
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v2old_results\achieving_green_steel_roadmap\03_chunks.md", "Markdown", 0, -1300, 0, 0, -388, -1688
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v2old_results\achieving_green_steel_roadmap\04_metadata.json", "JSON", 0, 0, -79, 0, 0, -79
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v2old_results\achieving_green_steel_roadmap\04_metadata.md", "Markdown", 0, -22, 0, 0, -5, -27
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v2old_results\achieving_green_steel_roadmap\05_qdrant_points.json", "JSON", 0, 0, -294990, 0, 0, -294990
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v2old_results\achieving_green_steel_roadmap\05_qdrant_points.md", "Markdown", 0, -3050, 0, 0, -289, -3339
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v2old_results\achieving_green_steel_roadmap\full_text.md", "Markdown", 0, -1294, 0, 0, -213, -1507
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v2old_results\act4earth_policybrief_sustainable_consumption_lifestyles\00_summary.json", "JSON", 0, 0, -29, 0, 0, -29
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v2old_results\act4earth_policybrief_sustainable_consumption_lifestyles\01_pages.md", "Markdown", 0, -584, 0, 0, -116, -700
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v2old_results\act4earth_policybrief_sustainable_consumption_lifestyles\02_tables.md", "Markdown", 0, -89, 0, 0, -12, -101
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v2old_results\act4earth_policybrief_sustainable_consumption_lifestyles\03_chunks.md", "Markdown", 0, -453, 0, 0, -130, -583
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v2old_results\act4earth_policybrief_sustainable_consumption_lifestyles\04_metadata.json", "JSON", 0, 0, -46, 0, 0, -46
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v2old_results\act4earth_policybrief_sustainable_consumption_lifestyles\04_metadata.md", "Markdown", 0, -22, 0, 0, -5, -27
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v2old_results\act4earth_policybrief_sustainable_consumption_lifestyles\05_qdrant_points.json", "JSON", 0, 0, -102484, 0, 0, -102484
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v2old_results\act4earth_policybrief_sustainable_consumption_lifestyles\05_qdrant_points.md", "Markdown", 0, -1070, 0, 0, -103, -1173
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v2old_results\act4earth_policybrief_sustainable_consumption_lifestyles\full_text.md", "Markdown", 0, -562, 0, 0, -94, -656
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v3old_results\_index.json", "JSON", 0, 0, -751, 0, 0, -751
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v3old_results\_index.md", "Markdown", 0, -21, 0, 0, -3, -24
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v3old_results\achieving_green_steel_roadmap\00_summary.json", "JSON", 0, 0, -43, 0, 0, -43
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v3old_results\achieving_green_steel_roadmap\01_pages.md", "Markdown", 0, -1359, 0, 0, -278, -1637
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v3old_results\achieving_green_steel_roadmap\02_tables.md", "Markdown", 0, -43, 0, 0, -10, -53
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v3old_results\achieving_green_steel_roadmap\03_chunks.md", "Markdown", 0, -1300, 0, 0, -388, -1688
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v3old_results\achieving_green_steel_roadmap\04_metadata.json", "JSON", 0, 0, -79, 0, 0, -79
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v3old_results\achieving_green_steel_roadmap\04_metadata.md", "Markdown", 0, -22, 0, 0, -5, -27
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v3old_results\achieving_green_steel_roadmap\05_qdrant_points.json", "JSON", 0, 0, -294991, 0, 0, -294991
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v3old_results\achieving_green_steel_roadmap\05_qdrant_points.md", "Markdown", 0, -3051, 0, 0, -289, -3340
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v3old_results\achieving_green_steel_roadmap\full_text.md", "Markdown", 0, -1294, 0, 0, -213, -1507
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v3old_results\act4earth_policybrief_sustainable_consumption_lifestyles\00_summary.json", "JSON", 0, 0, -29, 0, 0, -29
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v3old_results\act4earth_policybrief_sustainable_consumption_lifestyles\01_pages.md", "Markdown", 0, -584, 0, 0, -116, -700
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v3old_results\act4earth_policybrief_sustainable_consumption_lifestyles\02_tables.md", "Markdown", 0, -89, 0, 0, -12, -101
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v3old_results\act4earth_policybrief_sustainable_consumption_lifestyles\03_chunks.md", "Markdown", 0, -453, 0, 0, -130, -583
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v3old_results\act4earth_policybrief_sustainable_consumption_lifestyles\04_metadata.json", "JSON", 0, 0, -46, 0, 0, -46
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v3old_results\act4earth_policybrief_sustainable_consumption_lifestyles\04_metadata.md", "Markdown", 0, -22, 0, 0, -5, -27
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v3old_results\act4earth_policybrief_sustainable_consumption_lifestyles\05_qdrant_points.json", "JSON", 0, 0, -102485, 0, 0, -102485
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v3old_results\act4earth_policybrief_sustainable_consumption_lifestyles\05_qdrant_points.md", "Markdown", 0, -1071, 0, 0, -103, -1174
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v3old_results\act4earth_policybrief_sustainable_consumption_lifestyles\full_text.md", "Markdown", 0, -562, 0, 0, -94, -656
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v3old_results\advanced_green_fuels_for_maritime\00_summary.json", "JSON", 0, 0, -172, 0, 0, -172
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v3old_results\advanced_green_fuels_for_maritime\01_pages.md", "Markdown", 0, -8750, 0, -4187, -1736, -14673
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v3old_results\advanced_green_fuels_for_maritime\02_tables.md", "Markdown", 0, -2161, 0, 0, -278, -2439
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v3old_results\advanced_green_fuels_for_maritime\03_chunks.md", "Markdown", 0, -7341, 0, -6681, -2070, -16092
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v3old_results\advanced_green_fuels_for_maritime\04_metadata.json", "JSON", 0, 0, -332, 0, 0, -332
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v3old_results\advanced_green_fuels_for_maritime\04_metadata.md", "Markdown", 0, -22, 0, 0, -5, -27
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v3old_results\advanced_green_fuels_for_maritime\05_qdrant_points.json", "JSON", 0, 0, -1984276, 0, 0, -1984276
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v3old_results\advanced_green_fuels_for_maritime\05_qdrant_points.md", "Markdown", 0, -11584, 0, -9878, -1083, -22545
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v3old_results\advanced_green_fuels_for_maritime\full_text.md", "Markdown", 0, -8627, 0, -3783, -1613, -14023
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v3old_results\advanced_green_fuels_for_maritime_part_a_book\00_summary.json", "JSON", 0, 0, -172, 0, 0, -172
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v3old_results\advanced_green_fuels_for_maritime_part_a_book\01_pages.md", "Markdown", 0, -8750, 0, -4187, -1736, -14673
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v3old_results\advanced_green_fuels_for_maritime_part_a_book\02_tables.md", "Markdown", 0, -2161, 0, 0, -278, -2439
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v3old_results\advanced_green_fuels_for_maritime_part_a_book\03_chunks.md", "Markdown", 0, -7341, 0, -6681, -2070, -16092
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v3old_results\advanced_green_fuels_for_maritime_part_a_book\04_metadata.json", "JSON", 0, 0, -332, 0, 0, -332
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v3old_results\advanced_green_fuels_for_maritime_part_a_book\04_metadata.md", "Markdown", 0, -22, 0, 0, -5, -27
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v3old_results\advanced_green_fuels_for_maritime_part_a_book\05_qdrant_points.json", "JSON", 0, 0, -1984276, 0, 0, -1984276
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v3old_results\advanced_green_fuels_for_maritime_part_a_book\05_qdrant_points.md", "Markdown", 0, -11584, 0, -9878, -1083, -22545
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v3old_results\advanced_green_fuels_for_maritime_part_a_book\full_text.md", "Markdown", 0, -8627, 0, -3783, -1613, -14023
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v3old_results\annexure_a2_commitment_letters\00_summary.json", "JSON", 0, 0, -27, 0, 0, -27
"d:\OneDrive - The Energy and Resources Institute\Desktop\My_Files\Projects\Agentic-RAG-Chatbot\app\local_tests\pdf_extraction_test\v3old_results\annexure_a2_commitment_letters\01_pages.md", "Markdown", 0, -132, 0, -105, -62, -299
